,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,20481.4466,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
1,4000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
2,5000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
3,6000,17502.9543,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
4,7000,16513.9569,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
5,8000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
6,9000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
7,10000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
8,11000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
9,12000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
10,13000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
11,14000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
12,15000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
13,16000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
14,17000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
15,17500,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
16,18000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
17,18500,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
18,19000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
19,19500,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
20,20000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
21,20500,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
22,21000,2311.494,2403.4937,172.4995,298.9992,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
23,21500,1908.995,2000.9948,344.9991,425.4989,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
24,22000,1471.9962,1667.4956,413.9989,494.4987,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
25,22500,1172.9969,1402.9963,540.4986,758.998,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
26,23000,965.9975,1172.9969,804.9979,1011.9974,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
27,23500,758.998,816.4979,1115.4971,1310.9966,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
28,24000,620.9984,781.998,1506.4961,1644.4957,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
29,24500,390.999,540.4986,1770.9954,1966.4949,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
30,25000,413.9989,540.4986,2219.4942,2334.4939,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
31,25500,367.999,494.4987,2713.9929,2828.9926,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
32,26000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
33,26500,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
34,28000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
35,32000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
36,36000,,,,,2020-12-25 08:00:00,2020-12-18 21:51:03,0,0,22999.94
