,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
1,4000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
2,5000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
3,6000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
4,7000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
5,8000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
6,9000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
7,10000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
8,11000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
9,12000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
10,13000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
11,14000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
12,15000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
13,16000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
14,17000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
15,17500,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
16,18000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
17,18500,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
18,19000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
19,19500,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
20,20000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
21,20500,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
22,21000,1768.3703,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
23,21500,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
24,22000,1827.3159,1968.7855,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
25,22500,1450.0636,1603.3224,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
26,23000,1084.6004,1285.0157,436.198,624.8242,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
27,23500,813.4503,1002.0765,624.8242,848.8177,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
28,24000,589.4568,801.6612,919.5525,1131.757,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
29,24500,459.7763,636.6133,1296.8049,1461.8527,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
30,25000,318.3066,506.9328,1674.0572,1839.1051,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
31,25500,,,2086.6769,2239.9357,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
32,26000,,,2511.0858,2676.1336,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
33,26500,,,2959.0729,3088.7534,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
34,28000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
35,32000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
36,36000,,,,,2020-12-25 08:00:00,2020-12-20 14:51:06,0,0,23578.27
