,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
1,4000,20381.947,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
2,5000,19390.9092,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
3,6000,18399.8713,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
4,7000,17408.8335,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
5,8000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
6,9000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
7,10000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
8,11000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
9,12000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
10,13000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
11,14000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
12,15000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
13,16000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
14,17000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
15,17500,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
16,18000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
17,18500,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
18,19000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
19,19500,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
20,20000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
21,20500,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
22,21000,1791.0323,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
23,21500,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
24,22000,,2388.043,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
25,22500,1671.6301,1814.9127,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
26,23000,1277.603,1444.766,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
27,23500,931.3368,1098.4998,405.9673,597.0108,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
28,24000,656.7118,847.7553,632.8314,859.6955,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
29,24500,441.788,608.951,919.3966,1110.44,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
30,25000,322.3858,489.5488,1265.6628,1444.766,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
31,25500,,,1659.6899,1814.9127,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
32,26000,,,2125.3583,2244.7604,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
33,26500,,,2602.9669,2698.4886,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
34,27000,,,3116.3961,3235.7983,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
35,28000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
36,32000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
37,36000,,,,,2020-12-25 08:00:00,2020-12-21 08:21:06,0,0,23880.43
