,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,20543.8672,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
1,4000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
2,5000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
3,6000,17557.974,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
4,7000,16554.9906,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
5,8000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
6,9000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
7,10000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
8,11000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
9,12000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
10,13000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
11,14000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
12,15000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
13,16000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
14,17000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
15,17500,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
16,18000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
17,18500,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
18,19000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
19,19500,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
20,20000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
21,20500,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
22,21000,2340.2946,2432.523,161.3996,288.2136,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
23,21500,1936.7956,2029.0239,334.3278,415.0276,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
24,22000,1498.7109,1694.6961,391.9705,472.6703,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
25,22500,1187.4401,1418.011,530.3131,737.8269,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
26,23000,979.9263,1187.4401,772.4125,991.4549,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
27,23500,772.4125,830.0552,1083.6832,1279.6685,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
28,24000,622.5414,783.9411,1475.6538,1613.9963,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
29,24500,403.4991,541.8416,1740.8103,1936.7956,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
30,25000,415.0276,541.8416,2178.895,2305.709,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
31,25500,368.9134,495.7274,2674.6224,2789.9079,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
32,26000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
33,26500,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
34,28000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
35,32000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
36,36000,,,,,2020-12-25 08:00:00,2020-12-19 00:21:03,0,0,23057.09
