,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
1,4000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
2,5000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
3,6000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
4,7000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
5,8000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
6,9000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
7,10000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
8,11000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
9,12000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
10,13000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
11,14000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
12,15000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
13,16000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
14,17000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
15,17500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
16,18000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
17,18500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
18,19000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
19,19500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
20,20000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
21,20500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
22,21000,1944.73,2035.7115,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
23,21500,1501.1951,1637.6674,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
24,22000,1125.8963,1285.114,329.808,466.2803,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
25,22500,818.8337,989.424,500.3984,682.3614,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
26,23000,568.6345,693.7341,761.9702,898.4425,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
27,23500,375.2988,545.8891,1069.0329,1205.5051,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
28,24000,250.1992,409.4168,1455.7043,1580.8039,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
29,24500,113.7269,250.1992,1831.0031,1933.3573,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
30,25000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
31,25500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
32,26000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
33,26500,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
34,27000,,,,4276.1314,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
35,28000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
36,32000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
37,36000,,,,,2020-12-25 08:00:00,2020-12-21 14:21:08,0,0,22745.38
