,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,21609.6125,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
1,4000,20621.3313,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
2,5000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
3,6000,18632.7167,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
4,7000,17632.3832,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
5,8000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
6,9000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
7,10000,14655.4874,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
8,11000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
9,12000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
10,13000,11678.5915,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
11,14000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
12,15000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
13,16000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
14,17000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
15,17500,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
16,18000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
17,18500,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
18,19000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
19,19500,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
20,20000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
21,20500,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
22,21000,3278.2011,3350.5144,48.2088,108.4699,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
23,21500,2832.2693,2928.687,120.5221,180.7831,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
24,22000,2350.181,2482.7553,144.6265,204.8876,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
25,22500,1952.458,2121.189,204.8876,373.6185,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
26,23000,1627.0484,1807.8315,361.5663,530.2972,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
27,23500,1169.0644,1361.8997,566.4539,747.237,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
28,24000,1084.6989,1253.4298,867.7591,1000.3334,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
29,24500,771.3414,928.0202,1036.4901,1253.4298,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
30,25000,723.1326,867.7591,1410.1086,1554.7351,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
31,25500,626.7149,771.3414,1868.0926,2000.6669,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
32,26000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
33,26500,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
34,28000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
35,32000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
36,36000,,,,,2020-12-25 08:00:00,2020-12-19 16:21:05,0,0,24104.42
