,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,20069.5268,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
1,4000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
2,5000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
3,6000,17087.8977,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
4,7000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
5,8000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
6,9000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
7,10000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
8,11000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
9,12000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
10,13000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
11,14000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
12,15000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
13,16000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
14,17000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
15,17500,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
16,18000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
17,18500,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
18,19000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
19,19500,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
20,20000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
21,20500,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
22,21000,1987.7528,2100.6933,248.4691,395.2918,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
23,21500,1626.3432,1727.9896,463.0561,553.4085,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
24,22000,1219.7574,1434.3443,553.4085,643.7609,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
25,22500,948.7002,1197.1693,722.8192,948.7002,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
26,23000,779.2895,993.8764,1016.4645,1231.0515,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
27,23500,609.8787,666.3489,1355.286,1547.2849,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
28,24000,496.9382,655.0549,1773.1659,1908.6945,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
29,24500,304.9394,440.468,2066.8112,2247.516,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
30,25000,338.8215,451.762,2529.8672,2642.8077,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
31,25500,293.6453,417.8798,3026.8054,3139.7459,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
32,26000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
33,26500,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
34,28000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
35,32000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
36,36000,,,,,2020-12-25 08:00:00,2020-12-18 14:51:03,0,0,22588.1
