,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
1,4000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
2,5000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
3,6000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
4,7000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
5,8000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
6,9000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
7,10000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
8,11000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
9,12000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
10,13000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
11,14000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
12,15000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
13,16000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
14,17000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
15,17500,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
16,18000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
17,18500,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
18,19000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
19,19500,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
20,20000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
21,20500,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
22,21000,1767.6863,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
23,21500,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
24,22000,1873.7474,2015.1623,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
25,22500,1496.641,1590.9176,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
26,23000,1154.8884,1296.3033,483.1676,671.7208,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
27,23500,848.4894,989.9043,624.5825,813.1357,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
28,24000,624.5825,777.782,883.8431,1095.9655,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
29,24500,459.5984,612.7979,1249.165,1414.149,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
30,25000,341.7527,483.1676,1661.6251,1791.2554,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
31,25500,,,2050.5161,2168.3618,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
32,26000,,,2510.1145,2616.1757,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
33,26500,,,2957.9283,3087.5587,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
34,27000,,,3429.3113,3547.1571,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
35,28000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
36,32000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
37,36000,,,,,2020-12-25 08:00:00,2020-12-20 21:51:06,0,0,23569.15
