,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
1,20500,3236.8129,3423.7768,,,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
2,21000,2839.5145,3049.8489,,,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
3,21500,2465.5867,2699.2916,,,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
4,22000,2091.6589,2383.79,549.2065,841.3376,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
5,22500,1635.9343,2091.6589,724.4852,1028.3016,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
6,23000,1495.7114,1822.8982,934.8196,1250.3212,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
7,23500,1238.636,1577.5081,1168.5245,1507.3966,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
8,24000,1086.7278,1425.5999,1519.0819,2009.8621,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
9,24500,794.5967,1262.0065,1881.3244,2196.8261,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
10,25000,794.5967,1098.413,2220.1966,2547.3834,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
11,25500,666.059,969.8753,2582.4391,2874.5703,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
12,26000,560.8918,853.0229,2979.7375,3271.8686,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
13,26500,,,3400.4063,3680.8522,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
14,27000,,,3844.4456,4113.2062,2021-01-1 08:00:00,2020-12-20 03:58:12,0,0,23370.49
