,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3062.9806,3245.1653,,,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
1,20500,2664.4515,2846.6363,,,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
2,21000,2265.9225,2493.6534,330.2098,671.8062,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
3,21500,1901.553,2106.5108,,,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
4,22000,1537.1836,1776.301,603.4869,876.764,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
5,22500,1229.7469,1514.4105,831.2178,1115.8814,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
6,23000,933.6967,1241.1334,1104.4949,1332.2258,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
7,23500,785.6716,1081.7218,1400.545,1651.049,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
8,24000,637.6465,899.5371,1696.5952,2015.4185,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
9,24500,501.008,751.512,2106.5108,2357.0148,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
10,25000,,,2505.0399,2744.1573,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
11,25500,296.0502,501.008,2926.3421,3142.6864,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
12,26000,216.3444,421.3022,3336.2577,3529.829,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
13,26500,,,3814.4926,4008.0638,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
14,27000,,,4292.7275,4474.9122,2021-01-1 08:00:00,2020-12-22 09:58:14,0,0,22773.09
