,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
1,20500,3333.3293,3521.1225,199.5303,352.1123,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
2,21000,2934.2688,3098.5878,223.0044,410.7976,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
3,21500,2558.6824,2734.7385,399.0606,586.8538,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
4,22000,2147.8847,2429.5745,492.9572,692.4874,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
5,22500,1830.9837,2136.1477,774.647,1021.1255,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
6,23000,1537.5568,1819.2466,915.4919,1138.4963,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
7,23500,1361.5007,1619.7164,1232.3929,1467.1344,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
8,24000,1115.0221,1431.9232,1431.9232,1748.8242,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
9,24500,974.1772,1314.5524,1889.6691,2089.1994,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
10,25000,821.5953,1115.0221,2112.6735,2417.8375,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
11,25500,692.4874,985.9143,2605.6307,2805.1609,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
12,26000,586.8538,751.1728,2899.0575,3110.3249,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
13,26500,481.2201,774.647,3286.381,3532.8596,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
14,27000,,,,,2021-01-1 08:00:00,2020-12-20 00:58:12,0,0,23474.15
