,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
1,20500,2956.1271,3174.6734,287.561,460.0976,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
2,21000,2588.049,2760.5856,322.0683,540.6147,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
3,21500,2219.9709,2427.0148,529.1122,736.1562,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
4,22000,1851.8928,2139.4538,644.1366,874.1854,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
5,22500,1552.8294,1874.8977,977.7074,1230.7611,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
6,23000,1299.7757,1587.3367,1138.7416,1380.2928,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
7,23500,1150.244,1414.8001,1483.8148,1725.366,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
8,24000,931.6976,1253.766,1725.366,2024.4294,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
9,24500,816.6732,1150.244,2196.966,2392.5075,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
10,25000,678.644,966.205,2450.0197,2749.0832,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
11,25500,575.122,862.683,2956.1271,3151.6686,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
12,26000,494.6049,644.1366,3278.1954,3473.7369,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
13,26500,402.5854,678.644,3692.2832,3922.332,2021-01-1 08:00:00,2020-12-19 08:58:10,0,0,23004.88
