,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
1,20500,3324.0326,3511.302,210.6781,362.8345,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
2,21000,2937.7893,3089.9458,245.7911,433.0606,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
3,21500,2551.5461,2738.8156,421.3562,620.33,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
4,22000,2153.5986,2434.5027,514.991,725.6691,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
5,22500,1825.877,2141.8942,807.5995,1053.3906,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
6,23000,1544.9729,1825.877,959.7559,1182.1383,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
7,23500,1345.9991,1615.1989,1264.0687,1498.1555,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
8,24000,1111.9123,1439.6338,1486.4512,1790.764,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
9,24500,971.4602,1310.8861,1942.9204,2153.5986,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
10,25000,807.5995,1111.9123,2165.3029,2481.3201,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
11,25500,690.5561,994.8689,2680.2939,2879.2676,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
12,26000,585.217,760.7821,2961.198,3183.5805,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
13,26500,479.8779,784.1908,3359.1456,3616.6411,2021-01-1 08:00:00,2020-12-19 14:28:11,0,0,23408.68
