,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
1,20500,,,,,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
2,21000,3153.3251,3355.6139,,,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
3,21500,2760.6469,2986.7343,,,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
4,22000,2367.9687,2629.7541,428.3762,702.0611,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
5,22500,2010.9885,2308.472,594.967,844.8531,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
6,23000,1701.6056,2010.9885,761.5578,1047.1419,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
7,23500,1451.7195,1737.3036,963.8465,1285.1287,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
8,24000,1166.1353,1487.4175,1285.1287,1523.1155,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
9,24500,975.7459,1285.1287,1499.3168,1820.599,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
10,25000,785.3564,1213.7327,1832.4984,2129.9819,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
11,25500,737.7591,951.9472,2272.7739,2486.9621,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
12,26000,547.3696,844.8531,2653.5528,2855.8416,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
13,26500,,,2974.835,3224.7211,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
14,27000,,,3391.3119,3641.198,2021-01-1 08:00:00,2020-12-21 02:58:12,0,0,23798.68
