,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
1,21750,1471.6584,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
2,22000,878.4318,935.4728,45.6328,91.2656,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
3,22250,638.8595,695.9005,57.041,114.0821,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
4,22500,513.3692,581.8185,182.5313,250.9805,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
5,22750,365.0626,422.1036,296.6133,342.2462,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
6,23000,285.2051,308.0215,353.6544,387.879,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
7,23250,148.3067,182.5313,638.8595,730.1251,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
8,23500,79.8574,125.4903,741.5333,775.7579,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
9,23750,,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
10,24000,,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
13,24750,,,,1962.2113,2020-12-19 08:00:00,2020-12-18 11:13:57,0,0,22816.41
