,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
1,21750,1476.6385,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
3,22250,709.7022,755.4895,45.7872,103.0213,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
4,22500,560.8937,629.5745,148.8085,217.4894,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
5,22750,412.0852,457.8724,263.2766,309.0639,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
6,23000,309.0639,343.4043,309.0639,343.4043,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
7,23250,171.7022,206.0426,583.7873,686.8086,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
8,23500,91.5745,148.8085,686.8086,709.7022,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
9,23750,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
10,24000,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
13,24750,,,,1888.7237,2020-12-19 08:00:00,2020-12-18 11:21:57,0,0,22893.62
