,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
1,21750,1490.6118,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
3,22250,,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
4,22500,739.5283,797.304,103.9962,173.3269,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
5,22750,554.6462,612.4219,184.8821,265.768,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
6,23000,439.0949,473.7603,358.209,404.4296,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
7,23250,346.6539,381.3193,473.7603,543.0911,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
8,23500,207.9923,265.768,566.2014,623.977,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
9,23750,161.7718,231.1026,774.1937,820.4142,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
10,24000,92.441,173.3269,947.5207,1005.2963,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
13,24750,,,,1698.6041,2020-12-19 08:00:00,2020-12-18 09:40:56,0,0,23110.26
