,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
1,21750,1490.5247,,,,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
3,22250,935.9109,982.1287,57.7723,115.5446,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
4,22500,739.4851,797.2574,115.5446,173.3168,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
5,22750,566.1683,612.3861,196.4257,265.7525,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
6,23000,450.6237,485.2871,358.1881,392.8515,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
7,23250,346.6337,381.297,473.7327,554.6138,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
8,23500,219.5346,277.3069,577.7228,635.495,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
9,23750,173.3168,231.0891,785.7029,831.9208,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
10,24000,103.9901,184.8713,947.4653,1016.792,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
11,24250,69.3267,127.099,1178.5544,1224.7722,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
13,24750,,,,1698.5049,2020-12-19 08:00:00,2020-12-18 09:02:56,0,0,23108.91
