,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
1,21750,1481.425,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
3,22250,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
4,22500,620.1314,689.0349,137.807,195.2266,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
5,22750,459.3566,505.2923,229.6783,287.0979,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
6,23000,356.0014,390.4531,275.614,310.0657,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
7,23250,195.2266,241.1622,539.744,654.5832,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
8,23500,114.8392,172.2587,643.0992,677.551,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
9,23750,126.3231,172.2587,803.8741,849.8097,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
10,24000,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
13,24750,,,,1825.9425,2020-12-19 08:00:00,2020-12-18 10:55:57,0,0,22967.83
