,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
1,21750,1475.4801,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
3,22250,697.7076,743.459,45.7513,102.9405,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
4,22500,549.0158,617.6428,160.1296,217.3188,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
5,22750,400.3241,446.0754,263.0701,308.8214,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
6,23000,308.8214,343.1349,308.8214,354.5727,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
7,23250,160.1296,205.8809,583.3293,686.2698,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
8,23500,91.5026,137.254,697.7076,720.5833,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
9,23750,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
10,24000,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
13,24750,,,,1898.6798,2020-12-19 08:00:00,2020-12-18 11:42:57,0,0,22875.66
