,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
1,21750,1491.1871,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
3,22250,,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
4,22500,739.8138,797.6117,104.0363,161.8343,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
5,22750,566.4199,612.6583,184.9534,254.311,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
6,23000,450.824,473.9432,346.7877,404.5857,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
7,23250,346.7877,381.4665,473.9432,543.3007,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
8,23500,219.6322,277.4302,566.4199,624.2179,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
9,23750,173.3938,231.1918,774.4925,820.7309,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
10,24000,92.4767,173.3938,947.8864,1005.6843,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
13,24750,,,,1699.2597,2020-12-19 08:00:00,2020-12-18 09:44:56,0,0,23119.18
