,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
1,21750,1489.9771,,,,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
3,22250,924.0168,981.7679,57.7511,115.5021,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
4,22500,739.2134,796.9645,115.5021,173.2531,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
5,22750,554.4101,612.1611,196.3536,265.6548,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
6,23000,438.908,473.5586,358.0565,392.7071,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
7,23250,346.5063,381.1569,485.1088,554.4101,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
8,23500,207.9038,265.6548,577.5105,635.2615,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
9,23750,161.7029,231.0042,785.4143,831.6151,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
10,24000,92.4017,173.2531,958.6674,1016.4185,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
13,24750,,,,1720.9813,2020-12-19 08:00:00,2020-12-18 09:11:56,0,0,23100.42
