,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
1,21750,1483.1981,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
3,22250,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
4,22500,643.869,701.3573,126.4743,195.4602,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
5,22750,482.9017,528.8924,218.4555,275.9438,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
6,23000,367.9251,402.4181,287.4415,310.4368,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
7,23250,287.4415,321.9345,528.8924,597.8783,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
8,23500,172.4649,218.4555,620.8736,655.3666,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
9,23750,126.4743,183.9626,862.3245,896.8175,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
10,24000,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
13,24750,,,,1793.635,2020-12-19 08:00:00,2020-12-18 10:35:57,0,0,22995.32
