,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,21500,,,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
1,21750,1488.4523,,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
2,22000,,,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
3,22250,899.9944,946.148,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
4,22500,715.3802,773.0721,115.3839,173.0758,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
5,22750,530.7659,588.4579,196.1526,276.9214,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
6,23000,426.9204,461.5356,369.2285,403.8437,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
7,23250,334.6133,357.6901,484.6124,565.3811,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
8,23500,196.1526,253.8446,599.9963,646.1498,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
9,23750,161.5375,219.2294,807.6873,842.3025,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
10,24000,92.3071,161.5375,969.2248,1038.4551,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
11,24250,,,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
12,24500,,,,,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
13,24750,,,,1730.7585,2020-12-19 08:00:00,2020-12-18 09:39:56,0,0,23076.78
