,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,20186.8875,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
1,4000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
2,5000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
3,6000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
4,7000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
5,8000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
6,9000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
7,10000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
8,11000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
9,12000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
10,13000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
11,14000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
12,15000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
13,16000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
14,17000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
15,17500,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
16,18000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
17,18500,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
18,19000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
19,19500,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
20,20000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
21,20500,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
22,21000,2089.0817,2191.2651,227.0741,363.3186,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
23,21500,1714.4095,1816.5928,420.0871,510.9167,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
24,22000,1294.3224,1510.0428,499.563,590.3927,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
25,22500,1021.8335,1260.2613,658.5149,885.589,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
26,23000,806.1131,1044.5409,942.3575,1158.0779,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
27,23500,647.1612,703.9297,1282.9687,1475.9817,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
28,24000,533.6241,692.576,1691.702,1827.9465,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
29,24500,329.2574,465.5019,1975.5447,2168.5577,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
30,25000,351.9649,476.8556,2441.0466,2554.5836,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
31,25500,317.9037,442.7945,2940.6096,3054.1466,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
32,26000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
33,26500,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
34,28000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
35,32000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
36,36000,,,,,2020-12-25 08:00:00,2020-12-18 16:51:03,0,0,22707.41
