,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,3000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
1,4000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
2,5000,19159.0515,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
3,6000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
4,7000,17160.3603,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
5,8000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
6,9000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
7,10000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
8,11000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
9,12000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
10,13000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
11,14000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
12,15000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
13,16000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
14,17000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
15,17500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
16,18000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
17,18500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
18,19000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
19,19500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
20,20000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
21,20500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
22,21000,1773.9863,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
23,21500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
24,22000,1927.7317,2010.5178,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
25,22500,1537.4548,1691.2002,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
26,23000,1182.6575,1265.4435,449.4099,626.8085,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
27,23500,875.1666,1076.2183,638.6351,816.0337,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
28,24000,674.1148,804.2071,910.6463,1052.5652,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
29,24500,484.8896,685.9414,1253.617,1419.189,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
30,25000,,,1620.2408,1797.6394,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
31,25500,,,2022.3443,2093.3038,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
32,26000,,,2471.7542,2530.8871,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
33,26500,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
34,27000,,,3370.5739,3488.8396,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
35,28000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
36,32000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
37,36000,,,,,2020-12-25 08:00:00,2020-12-21 00:51:06,0,0,23653.15
