,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
1,20500,3001.6339,3187.063,,,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
2,21000,2572.829,2769.8475,266.5544,602.6446,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
3,21500,2190.3815,2422.1679,,,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
4,22000,1819.5232,2074.4883,533.1087,811.2524,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
5,22500,1506.6116,1784.7553,706.9485,973.5029,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
6,23000,1216.8786,1506.6116,915.5563,1216.8786,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
7,23500,985.0922,1286.4145,1182.1106,1495.0223,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
8,24000,788.0738,1089.3961,1495.0223,1796.3446,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
9,24500,637.4126,927.1456,1831.1126,2120.8456,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
10,25000,498.3408,788.0738,2201.9708,2480.1145,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
11,25500,405.6262,649.0019,2607.597,2850.9727,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
12,26000,301.3223,544.698,3036.4018,3256.5989,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
13,26500,,,3476.796,3685.4038,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
14,27000,,,3951.9581,4148.9766,2021-01-1 08:00:00,2020-12-21 22:28:14,0,0,23178.64
