,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
1,20500,2804.7124,3044.1391,330.6368,524.4584,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
2,21000,2451.2731,2645.0946,376.2419,615.6686,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
3,21500,2109.235,2325.8591,604.2673,820.8914,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
4,22000,1744.3943,2052.2286,729.6813,957.7067,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
5,22500,1459.3626,1789.9994,1083.1207,1345.3499,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
6,23000,1219.9359,1516.3689,1254.1397,1493.5664,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
7,23500,1083.1207,1356.7511,1607.5791,1858.407,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
8,24000,889.2991,1208.5346,1847.0057,2154.84,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
9,24500,775.2864,1105.9232,2337.2604,2542.4832,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
10,25000,649.8724,934.9041,2599.4896,2895.9226,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
11,25500,547.261,832.2927,3112.5467,3306.3683,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
12,26000,467.4521,627.0699,3431.7823,3637.0051,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
13,26500,387.6432,661.2737,3842.228,4081.6547,2021-01-1 08:00:00,2020-12-18 18:58:10,0,0,22802.54
