,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
1,20500,3024.5935,3243.9343,277.062,450.2258,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
2,21000,2655.1775,2839.8855,323.239,531.0355,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
3,21500,2297.3058,2493.558,519.4913,738.832,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
4,22000,1916.3455,2204.9518,634.9338,854.2745,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
5,22500,1616.195,1939.434,969.717,1223.6905,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
6,23000,1350.6773,1639.2835,1119.7923,1362.2215,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
7,23500,1200.602,1466.1198,1466.1198,1708.549,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
8,24000,981.2613,1316.0445,1685.4605,1997.1552,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
9,24500,854.2745,1200.602,2170.319,2366.5713,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
10,25000,727.2878,1015.894,2412.7483,2712.8988,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
11,25500,611.8453,911.9958,2920.6953,3116.9475,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
12,26000,519.4913,681.1107,3232.39,3440.1865,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
13,26500,427.1373,715.7435,3636.4388,3878.868,2021-01-1 08:00:00,2020-12-19 01:58:10,0,0,23088.5
