,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,4015.1006,4134.243,,,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
1,20500,3562.3593,3705.3302,,,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
2,21000,3109.6179,3288.3316,142.9709,405.0843,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
3,21500,2680.7051,2871.333,,,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
4,22000,2275.6208,2501.9915,,,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
5,22500,1894.365,2144.5641,,,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
6,23000,1525.0234,1799.051,643.3692,893.5684,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
7,23500,1274.8242,1548.8519,822.0829,1084.1963,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
8,24000,1024.6251,1322.4812,1084.1963,1370.1382,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
9,24500,822.0829,1119.939,1370.1382,1679.9085,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
10,25000,655.2835,941.2254,1703.737,1989.6789,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
11,25500,512.3125,786.3402,2084.9929,2335.192,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
12,26000,405.0843,667.1977,2478.163,2728.3621,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
13,26500,,,2895.1615,3133.4464,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
14,27000,,,3335.9886,3562.3593,2021-01-1 08:00:00,2020-12-23 00:28:15,0,0,23828.49
