,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3431.9246,3594.2454,,,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
1,20500,3002.9341,3153.6605,,,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
2,21000,2573.9435,2794.2359,243.4811,568.1227,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
3,21500,2191.3303,2423.2171,,,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
4,22000,1808.717,2075.3869,521.7453,788.4151,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
5,22500,1484.0755,1762.3397,672.4717,962.3302,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
6,23000,1171.0283,1449.2925,869.5755,1159.434,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
7,23500,939.1415,1240.5944,1171.0283,1449.2925,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
8,24000,800.0095,1066.6793,1449.2925,1750.7453,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
9,24500,637.6887,892.7642,1808.717,2098.5755,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
10,25000,475.3679,742.0378,2179.7359,2434.8114,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
11,25500,382.6132,614.5,2573.9435,2829.019,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
12,26000,289.8585,510.151,3014.5284,3234.8209,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
13,26500,,,3466.7077,3698.5945,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
14,27000,,,3918.8869,4115.9907,2021-01-1 08:00:00,2020-12-22 12:28:14,0,0,23188.68
