,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,,,,,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
1,20500,,,,,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
2,21000,2915.8538,3139.2458,,,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
3,21500,2551.3721,2751.2492,,,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
4,22000,2175.1329,2457.3123,505.5714,787.7508,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
5,22500,1845.9236,2151.6179,670.1761,975.8704,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
6,23000,1575.5017,1845.9236,881.8106,1175.7475,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
7,23500,1316.8372,1610.7741,1128.7176,1457.9269,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
8,24000,1128.7176,1457.9269,1434.412,1740.1063,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
9,24500,928.8405,1258.0498,1740.1063,2069.3156,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
10,25000,787.7508,1116.9601,2092.8306,2410.2824,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
11,25500,681.9336,999.3854,2457.3123,2798.2791,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
12,26000,587.8738,858.2957,2880.5814,3174.5183,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
13,26500,,,3292.093,3574.2724,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
14,27000,,,3727.1196,3997.5415,2021-01-1 08:00:00,2020-12-20 10:28:12,0,0,23514.95
