,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3221.9334,3393.9227,,,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
1,20500,2774.7611,2969.6823,,,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
2,21000,2350.5208,2579.8399,309.5808,653.5594,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
3,21500,1972.1443,2224.3953,,,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
4,22000,1616.6997,1891.8826,573.2978,848.4807,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
5,22500,1295.6529,1582.3018,756.753,1066.3338,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
6,23000,1054.8679,1330.0508,997.5381,1307.1189,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
7,23500,837.0147,1146.5955,1284.187,1593.7677,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
8,24000,665.0254,963.1402,1616.6997,1914.8145,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
9,24500,527.4339,814.0828,1972.1443,2247.3272,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
10,25000,,,2361.9867,2614.2377,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
11,25500,332.5127,561.8318,2763.2952,3004.0802,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
12,26000,252.251,470.1042,3221.9334,3428.3205,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
13,26500,,,3692.0375,3886.9587,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
14,27000,,,4150.6757,4334.131,2021-01-1 08:00:00,2020-12-22 04:58:14,0,0,22931.91
