,k,bid_c,ask_c,bid_p,ask_p,e,q,qty_p,qty_c,s0
0,20000,3400.0027,3561.9076,,,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
1,20500,2960.5466,3122.4515,,,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
2,21000,2544.2197,2763.9478,254.422,578.2318,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
3,21500,2151.0221,2393.8794,,,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
4,22000,1780.9538,2046.9404,531.9732,797.9598,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
5,22500,1445.5794,1734.6953,693.8781,982.994,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
6,23000,1144.8989,1422.4501,890.4769,1179.5928,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
7,23500,936.7354,1237.4159,1191.1574,1468.7086,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
8,24000,774.8305,1040.8172,1480.2733,1780.9538,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
9,24500,624.4903,878.9123,1838.777,2116.3282,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
10,25000,462.5854,728.572,2208.8453,2474.8319,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
11,25500,370.0683,601.361,2602.0429,2856.4648,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
12,26000,277.5512,508.8439,3041.499,3261.2271,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
13,26500,,,3504.0844,3723.8125,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
14,27000,,,3955.1052,4163.2686,2021-01-1 08:00:00,2020-12-22 11:58:14,0,0,23129.27
